Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base
Sony,BRAVIA_VH1,Sony,BRAVIA VH1,3057MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
MasterG,pioneer,Master-G,4K Smart TV,1829MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ACER,R1,Acer,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Panasonic,shibuya,Panasonic,GS655,948MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SHINON,longshan,SHINON,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ARCELIK,wanchai,Arcelik,Arcelik Google TV,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ENTV,shilin,MTC,ENTV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
BUSH,ewha,Bush,BUSH,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Altus,martin,Altus,Turkey,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Noblex,shinjuku,Noblex,NoblexTV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
XTREME,SW4H,Xtreme,XTREME 4K TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
PREMIER,samseong,Premier,PRM750USV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
UTVbox,MGV2002_HK,UTVbox,MGV2002_HK,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
RCA,seocho,RCA,RCA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Sharp,shilin,Sharp,Sharp,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
NOKIA,R4,Nokia,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
JVC,martin,JVC,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SANLUX,SW4H,SANLUX,SANLUX 4K MONITOR,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SkyNZ,SEI700SKY,Sky NZ,Sky Pod,2084MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
WiBox-tv,WiBox-tv,Wibox,WiBox.tv V3,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
GRUNKEL,yeongdeungpo,Grunkel,Spain,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
TCL,G07,TCL,G07_4K_GB_NF,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
kbro,sti6160d19,Kbro,A0_S905X2,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
HYUNDAI,sunnyvale,Hyundai,HYUNDAI SMART TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
KONIC,mateo,RCA,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Ecostar,shibuya,EcoStar,EcostarTV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
JVC,sindorim,JVC,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
bravis,samseong,Bravis,H7000,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
COMPAQ,R2,Compaq,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
KANJI,patrick,Kanji,ARGENTINA,1829MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ELEXIA,bangbae,ELEXIA,ELEXIA,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BOTECH,zhongshan,BOTECH,BOTECH,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
KaonMedia,KSTB6130,Orange TV,Descodificador Orange TV,1809MB,TV,Broadcom BCM7267,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Metz,shinagawa,Skyworth,METZ 2K TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Sony,BRAVIA_ATV3_2K,Sony,BRAVIA 2K GB ATV3,2041MB,TV,Mediatek MT5832,,1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Megafon,MF8_ATV,MegaFon,KM8-ATV-MF,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
imiia,mateo,imiia,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SKY,HY40A,SKY EVO,SA100,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
EVOFORCE1,SEI800ABB,EVOFORCE1,FRC1-ABB,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KDDI,sti6030d111,KDDI,STA3000,2086MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,2,0
Smarttech,tamachi,Smart-Tech TV,France,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
NVIDIA,mdarcy,NVIDIA,SHIELD TV Pro,3093MB,TV,NVidia Tegra X1+,,1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0
Motorola,GMP,Motorola,DVM4KA01,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ORCA,kenton,ORCA,ORCA 4K Android TV,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Yes,SEI800Y,Yes,Yes,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Infiniton,shilin,INFINITON,Infiniton,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MECOOL,KM3,Mecool,KM3,3987MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KALLEY,R4,Kalley,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
My,yeoksam,My,Android TV,1385MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Sceptre,kanda,Sceptre,Smart TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
izzi-telecom,HY40A1,IZZI Telecom,SKYWORTH-HY4002,2032MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
SHARP,stanford,Sharp,SHARP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Motorola,redwood,Motorola,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SINGER,SW4H,Singer,SINGER SL SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
HYUNDAI,hanyang,Hyundai,Hyundai android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Kogan,ikebukuro,Kogan,KALED32RH9210STA,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ATT,c71kw200,DIRECTV,DIRECTV STREAM,1804MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Amino,Amigo7x3SBC,Aminocom,Amigo7x3SBC,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
IRIS,SW6H,Iris,IRIS 4K SmartTV FF,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
IMPEX,takao,IMPEX,Grande FHD TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
JVC,bruno,JVC,JVC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
TATUNG,gangbyeon,HKC Elec,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
DISH,ATVWJ4,Dish,Wireless Joey 4,2932MB,TV,Broadcom BCM72160,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
Xiaomi,tarzan,Xiaomi,MiTV,1886MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
eSTREAM4K,SEI500ABB,eSTREAM 4K,Pyxis-ABB,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Alliance,DTP9731,Alliance,India,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Durabrand,hanyang,Durabrand,Durabrand android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Condor,redwood,Condor,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
LLOYD,R2,LLOYD,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
itel,beaudry,Itel,G4350,1073MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Euskaltel,dciw384eus,Euskaltel,Euskaltel,1463MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,25,3,0
SHARP,shinagawa,Sharp,SHARP 2K SMART TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Changhong,hapjeong,Changhong,G7P,1931MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Hisense,xinhaoshan,Hisense,xinhaoshan,1370MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Verizon,sti6220d315,Verizon,Stream TV,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
Vestel,yeoksam,My,Android TV,1385MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
TDSYSTEMS,redwood,TD SYSTEMS,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Infinix,longshan,Infinix,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
AVANGARD,R3,AVANGARD,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
tbroad,tmau400,HumaxDigital,TMAU400,1861MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
BAUHN,komagome,Bauhn,Bauhn,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
BANANA,stanford,KTCtv,Banana,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
VU,xiaoyushan,Vu Televisions,xiaoyushan-vu,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Asianet,D8109N,Asianet,D8109N,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
CosMedia,YYT,CosMedia,Meta-C1,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MICROMAX,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
UMAX,kaitak,Umax,UMAX,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
JVC,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
MOTOROLA,stanford,Motorola,MOTOROLA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Haier,uguisudani,Haier,Haier Android TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
airtel,ganesa,Airtel,SH960S-AT,1429MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,23,3,0
LISTO,yeongdeungpo,LISTO,"France, Belgium, Germany, The Netherlands, Italy, Spain, Portugal",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Freebox,fbx6lcv2,Freebox,Mini 4K,1487MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,25,3,0
google,atom,Harman TV,JBL link bar,2084MB,TV,Amlogic AMLT962E,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
LOGIK,tabata,Logik,LOGIK,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
eSTREAM4K,SEI500TDS,eSTREAM 4K,Pyxis-TDS,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
DWSUMMUS,seocho,MTC,MTC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ECOSTAR,stanford,EcoStar,ECOSTAR,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SHARP,sindang,Sharp,EU,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Steren,INTV_1000,Steren,Steren INTV_1000,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
NGM,R1,NGM Italia SRL,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
EVOPRO,SEI500EV,eSTREAM 4K,EVOPRO,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Binge,BingeStick,robi,B1,1040MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
ERITO,R1,Erito,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ELSYS,SEI103,Elsys,ETRI01,1030MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
EDENWOOD,bangbae,EDENWOOD,EDENWOOD,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
TRANSVISION,SEI500TR,Transvision,TRANSVISION-Xstream,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
DigiKing,kenton,DigiKing,DigiKing 4K Android,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
LinkNet,DTC2140,LinkNet,X1-Prime-c,1593MB,TV,Realtek RTD1611,3x ARM Mali G51 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
JDS,Amigo7xJDS,Japan Digital Serve,Amigo7xJDS,2031MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
SW,SW3_ATV,SWTV,North America,1251MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Motorola,longshan,Motorola,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Tesla,shinagawa,Tesla,Tesla 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
KaonMedia,KSTB5043,Pixela,KSTB5043,1863MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,24,2,0
BRUHM,samseong,BRUHM,BTF-75TG,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
KANJI,martin,Kanji,ARGENTINA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
GHIA,stanford,Ghia,GHIA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Sony,BRAVIA_AE_M6L,Sony,BRAVIA AE M6L,5554MB,TV,Mediatek MT5838,ARM Mali G57 (800 MHz),2160x3840,320,armeabi;armeabi-v7a,31,3.2,0
Verizon,SCSIP02,Verizon,Stream TV,1907MB,TV,Realtek RTD1319,2x ARM Mali G31 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
AOC,PH0M_EA_T32,AOC,AOC Android TV,1412MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
KaonMedia,KSTB2100,NCTC,KSTB2100,1831MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
My,tokyo,My,Android TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
KIVI,komagome,Kivi,KIVI,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PROMETHEUS,stanford,KTCtv,PROMETHEUS,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
DISH,ATVMJ4,Dish,Joey 4,2953MB,TV,Broadcom BCM72160,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
BLAUPUNKT,bruno,Blaupunkt,BLAUPUNKT,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
CASPER,SW6H,Casper,Casper 4K TV,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Thomson,martin,Thomson,Europe,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
NGM,R2,NGM Italia SRL,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Truevisions,TrueHPH07,TRUE,True ID TV,1944MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
samsung,cj680cl,CJHelloVision,CJ680CL,1500MB,TV,Broadcom BCM7268,,720x1280,213,armeabi;armeabi-v7a,25,3.1,0
KineticTV,DV8219,Kinetic,RSTV-A4K-16,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
YouFone,Amigo7xYUF,Youfone,Amigo7xYUF,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Homatics,ICN,Homatics,Dongle Q,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
TELESYSTEM,UPT24K,TELE System,UPT24K,2032MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
HIMADE,shilin,HIMADE,HIMADE,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
VU,ikebukuro,Vu Televisions,43UA,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
BPL,ikebukuro,BPL,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PILOT,redwood,PILOT,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
DIGGIO,zhongshan,KTCtv,DIGGIO,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SONIQ,osaki,Soniq,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
COMPAQ,martin,Compaq,India/Srilanka/Bangladesh/GCC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Vodafone,m393gena_vf,Vodafone,VODAFONE TV,3064MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Challenger,osaki,Challenger,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MECOOL,KM1,Mecool,KM1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SHARP,jamsil,Sharp,BK/BJ/CK/CL/CJ,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Skyworth,LAS,Skyworth,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
THOMSON,samseong,Thomson,50TG7UA9X,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Euskaltel,uze4052ekt,Euskaltel,Deco 4K con Android TV,1695MB,TV,Broadcom BCM72160,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
DishTV,SEI110,DishTV (IN),D-805XATV HD,1031MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
XTREME,shinjuku,Xtreme,XTREME TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Contex,tamachi,Contex,Egypt,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Classpro,ikebukuro,Classpro,EGS42FHD,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SPJ,R2,SPJtv,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
UMAX,seocho,Umax,UMAX,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
AirTV,kunlun,AirTV,AirTV Mini,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
KUNFT,ikebukuro,KUNFT,K5132H32H,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
FLOW,HP44H,Flow,FlowBox-F2,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
EVVO,R2,EVVO,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BLAUPUNKT,tamachi,Blaupunkt,EU,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
open_fhd_ATV,open_fhd_sa,Skyworth,South Africa,1053MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
Scanfrost,marina,Scanfrost,Nigeria,1825MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
StarHub,m393vsb_starhub,StarHub,StarHub TV+ Pro,2009MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
